Serial ID,Sentence,x,y
1222-6,What will China's official quarterly GDP growth rate for Q3 2013 be?,-10.4961,-16.8458
1223-0,Which of these events will occur before 1 May 2014?,4.21156,-4.28559
1224-6,When will reported evidence emerge that Iran has enriched any uranium above 30% purity?,-5.30412,-9.04955
1225-1,"Before 1 May 2014, will Iran abolish the office of President of the Islamic Republic?",-12.8944,17.7576
1225-2,"Before 1 May 2014, will Iran abolish the office of President of the Islamic Republic?",-13.1452,17.5284
1226-1,Will six-party talks with North Korea resume before 1 January 2014?,4.74214,21.8736
1226-2,Will six-party talks with North Korea resume before 1 January 2014?,4.67318,22.176
1227-6,When will South Korean workers resume work at the Kaesong Industrial Complex in North Korea?,5.23397,23.2937
1229-1,"Before 1 March 2014, will the U.S. and E.U. announce that they have reached at least partial agreement on the terms of a Transatlantic Trade and Investment Partnership (TTIP)?",14.914,-20.889
1229-2,"Before 1 March 2014, will the U.S. and E.U. announce that they have reached at least partial agreement on the terms of a Transatlantic Trade and Investment Partnership (TTIP)?",14.363,-21.1046
1230-0,"Before 1 May 2014, will the Eurozone countries announce that they have reached agreement on a common bank resolution mechanism? ",14.5409,-19.9499
1231-1,"Before 1 May 2014, will Nicolas Maduro vacate the office of President of Venezuela?",-17.328,19.4984
1231-2,"Before 1 May 2014, will Nicolas Maduro vacate the office of President of Venezuela?",-17.6902,20.088
1232-1,"Before 1 January 2014, will the government of Bolivia invite the U.S. Agency for International Development (USAID) to resume work in Bolivia?",2.05442,-5.8011
1232-2,"Before 1 January 2014, will the government of Bolivia invite the U.S. Agency for International Development (USAID) to resume work in Bolivia?",2.0021,-5.84067
1233-6,How many countries in Central or South America will *decriminalize possession of marijuana between 7 August 2013 and 1 May 2014?,3.20554,-18.1209
1234-1,"Before 1 January 2014, will the government of Afghanistan sign a Status of Forces Agreement (SOFA) permitting U.S. troops to remain in Afghanistan?",3.55253,-0.211975
1234-2,"Before 1 January 2014, will the government of Afghanistan sign a Status of Forces Agreement (SOFA) permitting U.S. troops to remain in Afghanistan?",3.6438,-0.188836
1235-6,When will the Leadership Council of the Islamic Emirate of Afghanistan announce that it accepts the constitution of the Republic of Afghanistan?,2.56275,0.555779
1238-0,Who will be the head of government of Saudi Arabia as of 1 May 2014?,1.61991,10.0289
1240-0,Will Libya complete elections for a Constitutional Commission before 1 October 2013?,-16.1925,-0.614817
1241-6,When will a U.N.-sponsored international conference on Syria convene with official representatives of both the Syrian government and the Syrian National Coalition in attendance?,3.25421,20.6948
1243-6,"What percentage of countries worldwide will Freedom House identify as ""electoral democracies"" in its 2014 Freedom in the World Report?",1.43253,-16.6461
1244-0,Will India and/or Brazil become a permanent member of the U.N. Security Council before 1 March 2015?,17.7787,-8.02133
1245-6,When will the International Monetary Fund announce that it has ratified a change to the voting shares for its member countries?,3.32421,-8.79317
1246-0,Will Chad experience an onset of insurgency between October 2013 and March 2014?,13.9688,12.8773
1247-1,"Before 1 November 2013, will the current Egyptian government declare that it has suspended Egypt's Constitution?",-3.94474,3.30323
1247-2,"Before 1 November 2013, will the current Egyptian government declare that it has suspended Egypt's Constitution?",-3.85955,3.4091
1248-0,Will Mozambique experience an onset of insurgency between October 2013 and March 2014?,13.7015,12.965
1249-1,Will China deploy any armed unmanned aerial vehicles (UAVs) over the territory of another country before 1 May 2014?,-2.40084,-15.8026
1249-2,Will China deploy any armed unmanned aerial vehicles (UAVs) over the territory of another country before 1 May 2014?,-2.61954,-15.6542
1250-1,Will China sell at least one unmanned aerial vehicle (UAV) to any other country before 1 May 2014?,-3.08914,-15.5897
1250-2,Will China sell at least one unmanned aerial vehicle (UAV) to any other country before 1 May 2014?,-3.07904,-15.6407
1251-0,Will Guinea commence legislative elections before 1 October 2013?,-20.6286,2.17771
1252-1,"Before 1 May 2014, will Joseph Kony be *captured or *incapacitated by a Ugandan, foreign or multinational military/law enforcement force?",26.4521,9.75012
1252-2,"Before 1 May 2014, will Joseph Kony be *captured or *incapacitated by a Ugandan, foreign or multinational military/law enforcement force?",22.7737,8.92175
1253-1,"Before 1 December 2013, will Egypt impose a constitutional ban on political parties based on *religion?",-0.530126,7.22784
1253-2,"Before 1 December 2013, will Egypt impose a constitutional ban on political parties based on *religion?",0.440521,6.70901
1254-1,"Before 1 April 2014, will the International Atomic Energy Agency (IAEA) inspect the Parchin Military Complex?",-1.83567,-8.37411
1254-2,"Before 1 April 2014, will the International Atomic Energy Agency (IAEA) inspect the Parchin Military Complex?",-1.86262,-8.36632
1255-1,"Before 1 May 2014, will Iran *test a ballistic missile with a reported range greater than 2,500 km?",14.9638,1.52955
1255-2,"Before 1 May 2014, will Iran *test a ballistic missile with a reported range greater than 2,500 km?",15.3516,1.6606
1256-6,How much will *world economic output grow in 2013?,-0.116846,-19.0245
1257-0,"Before 1 February 2014, will either India or Pakistan recall its High Commissioner from the other country?  ",0.881348,-10.2046
1258-0,Who will become the next Prime Minister of Australia? ,-16.4502,21.2113
1259-1,Will Prince Khalifa bin Salman Al Khalifa be Prime Minister of Bahrain on 1 February 2014?,-9.21584,10.9334
1259-2,Will Prince Khalifa bin Salman Al Khalifa be Prime Minister of Bahrain on 1 February 2014?,-9.29025,11.011
1261-6,What will the outcome of Bo Xilai's trial be?,-8.54571,-15.9682
1262-1,Will Syria attack Israel between 28 August 2013 and 31 December 2013?,28.7119,11.3401
1262-2,Will Syria attack Israel between 28 August 2013 and 31 December 2013?,28.0803,9.55956
1263-1,Will Nawaz Sharif vacate the office of Prime Minister of Pakistan before 1 May 2014?,-22.8623,22.3892
1263-2,Will Nawaz Sharif vacate the office of Prime Minister of Pakistan before 1 May 2014?,-22.5007,21.7692
1264-6,What will be Moody's next action on the credit rating of the Government of Ireland between 11 September and 1 November 2013?,-7.06094,-3.79086
1265-6,"Between 11 September and 1 December 2013, what will be the highest daily close for the U.S. dollar-Japanese yen exchange rate?",-9.88866,-19.1298
1266-1,"Before 1 March 2014, will Gazprom announce that it has unilaterally reduced natural-gas exports to Ukraine?",-0.810237,5.37952
1266-2,"Before 1 March 2014, will Gazprom announce that it has unilaterally reduced natural-gas exports to Ukraine?",2.02915,10.9736
1267-0,Who will win the next presidential election to be held in Honduras?,-22.2425,-2.70589
1268-6,When will the United Nations Security Council next pass a new resolution directly concerning Syria's chemical weapons?ξ ,18.7004,-8.71797
1269-1,Will the Organization for the Prohibition of Chemical Weapons (OPCW) complete its initial on-site inspections of Syria's declared chemical weapons sites before 1 December 2013?,16.4959,-9.80102
1269-2,Will the Organization for the Prohibition of Chemical Weapons (OPCW) complete its initial on-site inspections of Syria's declared chemical weapons sites before 1 December 2013?,16.2235,-9.65453
1270-1,Will defense expenditures in Japan's initial draft budget for fiscal year 2014 exceed 1 percent of projected gross national product (GNP)?,-13.6381,-14.4784
1270-2,Will defense expenditures in Japan's initial draft budget for fiscal year 2014 exceed 1 percent of projected gross national product (GNP)?,-13.6135,-14.4903
1271-1,"Before 1 March 2014, will North Korea conduct anotherξsuccessful nuclear detonation?",14.3054,3.26169
1271-2,"Before 1 March 2014, will North Korea conduct anotherξsuccessful nuclear detonation?",6.8755,19.8406
1273-0,Who will win the next presidential election in Georgia?,-24.9014,-4.51532
1274-0,"Before 1 May 2014, will any non-U.S. actor use, in a lethal confrontation, either a firearm containing a critical part made with 3D printing technology or a lethal explosive device containing a critical part made with 3D printing technology?",20.0906,-7.49745
1275-1,"Between 25 September 2013 and 31 March 2014, will any members or alternate members of the 18th Central Committee of the Communist Party of China be arrested on charges of bribery, embezzlement, or abuse of power? ",14.4241,13.9159
1275-2,"Between 25 September 2013 and 31 March 2014, will any members or alternate members of the 18th Central Committee of the Communist Party of China be arrested on charges of bribery, embezzlement, or abuse of power? ",14.1439,13.8273
1276-0,"Before or during its next plenary meeting, will the Central Committee of the Communist Party of China announce that it plans to reform the hukou system nationwide by 2015? ",10.9137,-8.38129
1277-1,"Before 1 May 2014, will Russia sign an agreement with the de facto government of South Ossetia delineating the border between the two?",2.85101,-0.423139
1277-2,"Before 1 May 2014, will Russia sign an agreement with the de facto government of South Ossetia delineating the border between the two?",3.49967,-0.80571
1278-0,"Will the *M-PESA system have a failure that results in at least 100,000 subscribers losing all ability to send and receive money from their accounts for at least 48 hours before 31 December 2013?  ",12.782,-17.2094
1279-0,"Before 1 May 2014, will the government of Colombia and the FARC sign a formal peace agreement?",3.74537,-0.735702
1280-6,"Between 9 October 2013 and 1 January 2014, how much money will Greece receive in new loans from the International Monetary Fund (IMF) and/or other Eurozone countries?",3.14094,-11.3809
1281-0,"Before 1 May 2014, will any U.N. member state offer diplomatic recognition to the government of a new state on what is now territory of Syria, Turkey, or Iraq?   ",1.78274,-1.63278
1283-0,Will the Democratic Republic of Congo experience a cessation of insurgency between November 2013 and April 2014?,13.0623,13.7105
1285-0,Will Honduras experience an onset of domestic political crisis between November 2013 and April 2014?,15.2561,13.5
1286-0,Will Ecuador experience an onset of international crisis between December 2013 and April 2014?,14.524,12.3974
1288-0,Will Venezuela experience an onset of domestic political crisis between December 2013 and April 2014?,15.123,12.7056
1289-1,"Before 1 December 2013, will the government of Pakistan and Tehrik-i-Taliban Pakistan announce that they have agreed to engage in direct talks with one another?",13.1308,-15.969
1289-2,"Before 1 December 2013, will the government of Pakistan and Tehrik-i-Taliban Pakistan announce that they have agreed to engage in direct talks with one another?",8.9888,-6.17077
1290-1,Will the president of Brazil come to the United States for an official State Visit before 1 February 2014?,-1.14833,-3.82974
1290-2,Will the president of Brazil come to the United States for an official State Visit before 1 February 2014?,-0.906317,-3.50202
1291-6,What will be the lowest end-of-day price of Brent Crude Oil between 16 October 2013 and 1 February 2014? ,-12.5479,-22.6952
1292-0,"Before 1 May 2014, will construction begin on the Lamu oil pipeline?",8.61774,-11.233
1293-1,Will the INC (India National Congress) win more seats than any other party in the Lok Sabha in the 2014 General Elections in India?,-17.6486,2.36613
1293-2,Will the INC (India National Congress) win more seats than any other party in the Lok Sabha in the 2014 General Elections in India?,-17.6476,2.4175
1294-0,"Before 1 April 2014, will the government of Syria and the Syrian Supreme Military Command announce that they have agreed to a cease-fire?",1.30778,16.1639
1295-1,Will defense expenditures in Japan's initial draft budget for fiscal year 2014 exceed 1 percent of projected gross domestic product (GDP)? ,-13.647,-14.6087
1295-2,Will defense expenditures in Japan's initial draft budget for fiscal year 2014 exceed 1 percent of projected gross domestic product (GDP)? ,-13.722,-14.5701
1296-6,"Before 1 January 2014, how many cases of the Middle East respiratory syndrome coronavirus (MERS-CoV) occurring among pilgrims who attended the 2013 Hajj will be *reported?",1.25037,-18.1127
1297-1,Will the United Kingdom's Tehran embassy *officially reopen before 31 December 2013?,-10.4165,1.88461
1297-2,Will the United Kingdom's Tehran embassy *officially reopen before 31 December 2013?,-6.39103,5.05421
1298-0,Will Jordan experience an onset of international crisis between November 2013 and April 2014?,14.7751,12.2491
1299-0,Will Jordan experience an onset of insurgency between November 2013 and April 2014?,14.702,13.2571
1300-6,"Between 6 November 2013 and 1 April 2014, how many violent attacks will be reported on the Arab Gas Pipeline? ",3.44475,-16.3035
1301-1,Will Facebook and/or Twitter be available in China's Shanghai Free Trade Zone before 31 March 2014?,13.7851,-7.19569
1301-2,Will Facebook and/or Twitter be available in China's Shanghai Free Trade Zone before 31 March 2014?,14.0252,-7.32569
1302-1,"Before 1 May 2014, will Russia rescind its law barring US citizens from adopting Russian children?",9.59226,1.4697
1302-2,"Before 1 May 2014, will Russia rescind its law barring US citizens from adopting Russian children?",11.2054,1.63973
1303-0,"At the opening session of the 2014 UN Security Council, what country will sit in the non-permanent seat to which Saudi Arabia was elected in 2013?",1.43148,7.46595
1304-1,"Before 1 February 2014, will Iran officially announce that it has agreed to *significantly limit its uranium enrichment process?",-2.27917,6.84739
1304-2,"Before 1 February 2014, will Iran officially announce that it has agreed to *significantly limit its uranium enrichment process?",-2.30429,6.85271
1306-1,Will China experience an onset of domestic political crisis between December 2013 and April 2014?,14.0587,12.2705
1306-2,Will China experience an onset of domestic political crisis between December 2013 and April 2014?,15.2398,13.0945
1308-6,"As of 31 March 2014, what will be the last total value of cumulative pledges to the Least Developed Countries Fund (LDCF) reported by the Global Environmental Facility (GEF)?",2.97271,-11.9546
1309-6,How many countries will experience network outages affecting more than 80% of the routed networks within the country between 12 February and 1 May 2014? ,-0.120101,-17.3237
1310-0,"Before 1 May 2014, will the government of any country other than Armenia, Belarus, Kazakhstan, Kyrgyzstan, Russia or Tajikistan announce its intention to join the Eurasian Customs Union?",14.2272,-17.4347
1311-6,What will be the projected real GDP growth for the world in 2014 in the International Monetary Fund's April 2014 World Economic Outlook Report?,-8.12625,-17.662
1312-6,"Between 13 November 2013 and 1 March 2014, what will be the peak value of the BofA Merrill Lynch Euro High Yield Index Option-Adjusted Spread? ",-9.17948,-19.8451
1314-6,What will be the outcome of Chile's next legislative elections?,-18.9504,0.657306
1315-1,"Before 1 April 2014, will one or more countries impose a new requirement on travelers to show proof of a polio vaccination before entering the country?",-2.82331,-12.2637
1315-2,"Before 1 April 2014, will one or more countries impose a new requirement on travelers to show proof of a polio vaccination before entering the country?",-2.57516,-12.1575
1316-0,Which of the following will occur in the next municipal elections in Venezuela?,-18.9367,0.98545
1318-1,"Before 1 January 2014, will the Prime Minister of Japan visit the Yasukuni Shrine?",-15.3743,22.746
1318-2,"Before 1 January 2014, will the Prime Minister of Japan visit the Yasukuni Shrine?",-15.9828,22.6147
1319-0,Will Russia file a formal World Trade Organization (WTO) anti-dumping dispute against the European Union (EU) before 31 March 2014?,13.3705,-21.5922
1320-0,"Before 1 May 2014, will China arrest Wang Zheng on charges of incitement to subvert state power and/or subversion of state power and/or incite separatism?",5.81745,-0.302688
1321-0,Will the general elections in Guinea-Bissau commence on 16 March 2014 as planned?,-19.3048,1.19662
1322-0,"Between 4 December 2013 and 1 March 2014, will the European Commission *officially state that Italy is eligible for the investment clause?",10.7743,-8.81215
1323-1,Will South Korea and Japan sign a *new military intelligence pact before 1 March 2014?,3.61757,16.1599
1323-2,Will South Korea and Japan sign a *new military intelligence pact before 1 March 2014?,4.8093,15.585
1324-0,Will North Kosovo experience any *election-related violence before 31 December 2013? ,10.1982,10.8616
1325-0,"Before 1 March 2014, will the U.S. and E.U. *officially announce that they have reached at least partial agreement on the terms of a Transatlantic Trade and Investment Partnership (TTIP)?",15.1457,-21.1388
1327-0,"Before 1 March 2014, will the European Commission (EC) announce that Turkey is permitted to open a *new chapter of accession negotiations?",13.9904,-19.3588
1328-0,"Before 31 March 2014, will the Slovenian government *officially announce that it will seek a loan from either the European Union bailout facilities or the IMF?",6.29688,-2.84352
1329-0,"Before 1 May 2014, will General Abdel Fattah al-Sisi announce that he plans to stand as a candidate in Egypt's next presidential election?",-21.6714,-3.8312
1330-0,"Before 1 May 2014, will the U.S. and the European Union reach an agreement on a plan to protect individuals' data privacy? ",5.95539,-2.65897
1332-0,"Before 1 May 2014, will official representatives of the Syrian government and the Syrian opposition formally agree on a *political plan for Syria?",2.75476,19.5987
1333-0,Will the six-party talks with North Korea resume before 1 May 2014?,1.64341,20.0261
1334-6,How many Japanese nuclear reactors will be operational as of 31 March 2014?,2.53602,-19.0375
1335-0,"Before 1 March 2014, will the International Atomic Energy Agency (IAEA) announce that it has visited the Gchine uranium mine site in Iran?",-1.59061,-8.02402
1336-6,How many countries will *officially ban WhatsApp before 1 May 2014?,2.05694,-19.7534
1337-0,"Before 31 March 2014, will either Peru or India announce their intention to formally launch negotiations on a preferential trade agreement (PTA) with each other?",14.8098,-18.2305
1338-1,Will South Korea announce its intention to join the Trans-Pacific Partnership (TPP) negotiations before 31 January 2014? ,15.813,-19.6389
1338-2,Will South Korea announce its intention to join the Trans-Pacific Partnership (TPP) negotiations before 31 January 2014? ,15.6577,-19.8667
1339-6,What will be the number of registered Syrian refugees reported by the UNHCR as of 1 April 2014?,2.7355,-17.7726
1340-0,Will Israel release all of the 104 Palestinian prisoners from its jails before 1 May 2014? ,4.63109,-17.8702
1341-0,Will Thailand *commence parliamentary elections on or before 2 February 2014? ,-20.0116,1.46532
1342-0,Will inflation in Japan reach 2 percent at any point before 1 April 2014? ,-11.7398,-12.3238
1343-6,What will be the highest reported monthly average of Mexican oil exports to the United States between 5 February 2014 and 1 April 2014?,-8.71591,-21.5631
1344-0,Will the U.N. Security Council approve a U.N. peacekeeping operation for the Central African Republic before 1 April 2014?,16.7891,-8.09583
1345-1,Will negotiations on the TransPacific Partnership (TPP) *officially conclude before 1 May 2014? ,13.3652,-21.3399
1345-2,Will negotiations on the TransPacific Partnership (TPP) *officially conclude before 1 May 2014? ,16.3564,-21.1804
1347-1,Will Viktor Yanukovich vacate the office of President of Ukraine before 10 May 2014?,-19.5492,20.9349
1347-2,Will Viktor Yanukovich vacate the office of President of Ukraine before 10 May 2014?,-16.9036,19.4382
1348-0,Will Ukraine *officially declare a state of emergency before 10 May 2014?,6.55455,1.4163
1349-0,Will there be a *lethal confrontation between national military forces from China and Japan before 1 May 2014?,27.3661,-1.93946
1350-0,"Before 1 May 2014, will China confiscate the catch or equipment of any foreign fishing vessels in the South China Sea for failing to obtain prior permission to enter those waters?",28.0551,-2.01279
1351-0,"Before 1 May 2014, will Iran install any new *centrifuges?",10.4788,0.86528
1352-0,Will there be a *significant attack on *Israeli territory before 10 May 2014? ,25.5833,7.34306
1353-0,Will the Israeli-Palestinian peace talks be extended beyond 29 April 2014?,2.64472,14.3007
1354-0,"Before 1 April 2014, will the government of Venezuela *officially announce a reduction in government subsidies for gasoline prices?",-3.03735,8.79389
1355-1,"Before 1 May 2014, will Kenneth Bae leave North Korea?",16.2071,2.47053
1355-2,"Before 1 May 2014, will Kenneth Bae leave North Korea?",16.2071,2.47053
1357-0,Which party will win the largest number of seats in the next elections for Colombia's Chamber of Representatives?,-21.4474,-1.46242
1358-0,"Before 1 May 2014, will China *attempt to seize control of Zhongye Island?",28.5163,-3.024
1359-6,Which of the following will occur first with regard to the state of emergency declared by the government of Thailand on 21 January 2014?,3.3501,-2.83539
1360-0,What will be the outcome of Mohammed Morsi's trial on the charge of espionage?,-7.92156,-14.6249
1361-6,How many *additional countries will announce *restrictions on financial institutions and/or businesses converting Bitcoin to conventional currencies between 19 February 2014 and 30 April 2014?,3.94535,-18.0115
1363-6,How many people in the Central African Republic will be estimated as internally displaced by the U.N. High Commissioner for Refugees (UNHCR) as of 1 May 2014?,0.947189,-18.4173
1366-0,Will the Bank of Japan (BoJ) *officially announce an *enhancement of its quantitative and qualitative monetary easing (QQE) policy before 10 May 2014?,3.95009,-12.5335
1367-1,Will the European Central Bank (ECB) *officially announce a plan to charge a *negative interest rate on funds parked overnight at the ECB before 31 March 2014?,15.4404,-21.8128
1367-2,Will the European Central Bank (ECB) *officially announce a plan to charge a *negative interest rate on funds parked overnight at the ECB before 31 March 2014?,15.4949,-22.2368
1368-0,Will Pakistan and the TTP reach a peace agreement before 10 May 2014?,-12.4983,17.7571
1369-1,"Before 1 March 2014, will Russia purchase any *additional Ukrainian government bonds?",10.4989,-0.0400081
1369-2,"Before 1 March 2014, will Russia purchase any *additional Ukrainian government bonds?",10.3968,-0.569574
1370-1,Will family reunions between South and North Korea begin on or before 25 February 2014? ,5.70878,21.4409
1370-2,Will family reunions between South and North Korea begin on or before 25 February 2014? ,6.25492,20.8097
1371-1,"Before 1 May 2014, will North Korea conduct a new *multistage rocket or missile *launch?",14.4445,2.69259
1371-2,"Before 1 May 2014, will North Korea conduct a new *multistage rocket or missile *launch?",14.8196,2.67432
1372-0,Will Syria's *mustard agent and key binary chemical weapon components be destroyed on or before the 31 March 2014 deadline established by the Executive Council of the Organization for the Prohibition of Chemical Weapons (OPCW)?,16.7217,-10.6254
1373-0,Will the U.N. Human Rights Council (UNHRC) adopt a resolution *directly concerning Sri Lanka during its 25th regular session in March 2014?,18.8463,-9.58237
1376-0,"Will Argentina, Brazil, India, Indonesia, Turkey, and/or South Africa impose *currency or capital controls before 1 May 2014?",0.656738,-2.2591
1378-0,Will the European Union and/or the U.S. impose new *sanctions on Viktor Yanukovich and/or members of his government before 10 May 2014? ,3.66308,-1.83572
1379-6,When will Yingluck Shinawatra vacate the office of Prime Minister of Thailand?,-22.5075,23.8728
1383-0,Who will win the April 2014 presidential elections in Afghanistan?,-21.6359,-3.88222
1386-0,Will Recep Tayyip Erdogan vacate the office of Prime Minister of Turkey before 10 May 2014?,-23.0837,21.6896
1388-6,What will be the highest daily close for the U.S. dollar-Ukrainian hryvnia exchange rate between 5 March 2014 and 1 May 2014?,-9.50242,-19.0219
1391-0,Will there be a *significant lethal confrontation between armed forces from Russia and Ukraine in Crimea before 1 April 2014?,26.7132,-1.16881
1392-0,Will *Russian armed forces invade or enter Kharkiv and/or Donetsk before 1 May 2014?,25.2795,7.40909
1393-0,"Will Bahrain, Egypt, Saudi Arabia, or the United Arab Emirates return their ambassadors to Qatar before 10 May 2014?",-6.54703,8.9935
1394-0,"Before 31 December 2014, will China *seize control of Second Thomas Shoal?",27.2915,-0.413519
1396-6,"Between 29 May 2011 and 3 May 2014, how many fatalities in Nigeria will be attributed to Boko Haram?",1.54437,-19.0015
1397-0,"Before 1 May 2014, will the government of Myanmar sign a nationwide ceasefire agreement with the Nationwide Ceasefire Coordination Team (NCCT)?",2.37868,1.90504
1398-0,Will Parti Quebecois hold a majority of seats in the Quebec legislature after the 2014 provincial election?  ,-21.7723,1.4017
1399-1,Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?,-13.3344,0.297985
1399-2,Will a referendum on Quebec's affiliation with Canada be held before 31 December 2014?,-12.3617,1.12575
1400-0,Will China's *official annual GDP growth rate be less than 7.5 percent in Q1 2014?,-10.9243,-15.994
1401-0,"Before 10 May 2014, will Russia agree to conduct a joint naval exercise with Iran?",14.1277,2.19526
1402-1,"Between 2 April 2014 and 10 May 2014, will Russia *officially *annex any *additional Ukrainian territory?",3.80781,-19.7063
1402-2,"Between 2 April 2014 and 10 May 2014, will Russia *officially *annex any *additional Ukrainian territory?",2.97091,-20.0144
1403-0,Will Iran and the P5+1 countries *officially announce an agreement regarding the Arak reactor before 10 May 2014?,1.71971,3.9389
1405-0,Will Nouri al-Maliki's State of Law bloc win more seats than any other entity in the 2014 parliamentary elections in Iraq?,-20.3027,-0.181049
1406-0,Will Iran and Russia *officially sign an agreement regarding the exchange of oil for *goods and services before 10 May 2014?,8.35492,1.57617
1408-6,How many *additional countries will report *cases of the Ebola virus as of 9 May 2014?,0.73564,-19.4101
1409-0,Will a runoff be required in Brazil's 2014 presidential election?,-22.4368,-5.0965
1410-0,Will an independence referendum *pass in Scotland?,-12.5768,1.99272
1411-1,Will North Korea test a *long-range missile **before 1 June 2015?,16.252,3.06936
1411-2,Will North Korea test a *long-range missile **before 1 June 2015?,15.9604,3.47558
1412-0,Will the TOPIX Index close at or below 1200.00 **between 20 August 2014 and 31 October 2014?,-11.9994,-22.7549
1413-0,Will the Kurdistan Regional Government *hold a referendum on national independence **before 1 January 2015?,-15.2185,-0.144775
1414-0,"On 15 September 2014, will the Arctic sea ice extent be less than that of 15 September 2013?",-5.18349,-16.2348
1415-0,Will there be a **lethal confrontation involving Russian **national military forces in Ukraine **before 1 October 2014?,28.7559,-1.76798
1416-0,Will North Korea detonate a nuclear device **before 1 January 2015?,15.1698,3.58229
1417-0,"Will Kim Jong Un meet a *head of state from one of the G7 countries, South Korea, China, or Russia **before 1 June 2015?",3.91401,18.2843
1418-0,Will Afghanistan sign a Bilateral Security Agreement with the United States **before 1 November 2014?,4.69514,-0.697492
1419-1,Will the World Trade Organization's Trade Facilitation Agreement (TFA) protocol be approved by all WTO members **before 1 January 2015?,15.2631,-22.7549
1419-2,Will the World Trade Organization's Trade Facilitation Agreement (TFA) protocol be approved by all WTO members **before 1 January 2015?,15.0943,-22.8392
1420-0,Will China officially declare an *Air-Defense Identification Zone (ADIZ) over the South China Sea **before 1 June 2015?,25.1421,-3.17213
1421-0,Will the New Development Bank **officially announce that a loan will be made to a country **before 1 June 2015?,12.3752,-15.7749
1422-0,Will Islamic State (IS) fighters **attack a country other than Iraq or Syria **between 27 August 2014 and 15 October 2014?,23.803,5.39918
1423-0,Will China **officially announce a *peak year for its carbon emissions **before 1 June 2015?,-3.30952,10.2378
1424-0,Will the highest end-of-day close for the U.S. dollar-Russian ruble exchange rate exceed 38.00 **between 3 September 2014 and 30 November 2014?,-9.93587,-18.2715
1425-0,"Will ambassadors from Bahrain, Saudi Arabia, or the United Arab Emirates officially return to their posts in Qatar **before 1 June 2015?",-6.0687,7.78881
1426-6,How many European banks will *fail the European Central Bank's *comprehensive assessment?,15.9695,-23.6534
1427-0,Will Russia officially annex any *additional Ukrainian territory **before 1 January 2015?,3.05418,-20.3284
1428-0,Will Nawaz Sharif **vacate the office of Prime Minister of Pakistan **before 1 January 2015?,-23.5093,22.5045
1429-0,Will **national military force(s) from one or more countries *intervene in Syria **before 1 December 2014?,24.0435,5.52582
1430-0,Will there be a **lethal confrontation between China's **national military forces and the **national military forces of another country in the South China Sea region **before 1 June 2015?,29.1852,-1.21977
1431-0,"**As of 24 November 2014, how many centrifuges for uranium activity will Iran have agreed to operate?",2.48065,-19.1726
1432-0,Will the VSTOXX Index close at or above 23.00 **before 1 May 2015?,-11.9107,-23.3758
1433-0,Will the Oil Volatility Index (OVX) close at or above 25.00 **before 5 June 2015?,-13.127,-21.9229
1434-0,"**Before 1 January 2015, will Bulgaria **officially announce that work on the South Stream Pipeline project will resume?",2.3957,13.6179
1435-0,Will NATO invite any new countries to join the *Membership Action Plan (MAP) **before 1 June 2015?,14.6125,-20.3465
1436-6,How many Eurozone banks will fail the European Central Bank's *comprehensive assessment?,15.8356,-23.7646
1437-0,"**Before 1 June 2015, will the Mangyongbong-92 **officially resume transit between North Korea and Japan?",4.43387,16.9126
1438-0,"**Before 1 April 2015, will Russia *initiate a World Trade Organization (WTO) dispute against the European Union, Canada, or the United States?",12.5827,-19.7001
1439-6,By how much will Brazil's *economy grow in 2014?,0.499152,-19.7001
1440-0,Will Mahmoud Abbas **vacate the office of President of the Palestinian Authority **before 1 June 2015?,-17.521,21.4869
1441-6,When will the United Kingdom **officially appoint an ambassador to Iran?,-5.51062,4.79965
1442-0,Will the World Health Organization report any *confirmed cases of Ebola in a European Union member state **before 1 June 2015?,12.9945,-18.8359
1443-0,"Will the Islamic State **attack Bahrain, Jordan, Qatar, Saudi Arabia, or the United Arab Emirates **before 1 February 2015?",-6.98061,8.90357
1444-6,"When will a trilateral meeting take place between Chinese President Xi Jinping, Japanese Prime Minister Shinzo Abe, and South Korean President Park Geun-hye?",-19.3038,23.7047
1445-6,What will be the highest end-of-day close for the U.S. dollar-Chinese renminbi exchange rate **between 1 October 2014 and 1 February 2015?,-10.0139,-18.7702
1446-6,"When will Russia **officially lift its embargo on food imports from the US, the EU, Canada, Australia or Norway?",-11.8942,1.4807
1447-0,Will construction on the Nicaragua Canal begin **before 1 January 2015?,-2.92004,5.03364
1448-1,Will Hong Kong Chief Executive Leung Chun-ying **vacate office **before 1 February 2015?,-21.8586,26.541
1448-2,Will Hong Kong Chief Executive Leung Chun-ying **vacate office **before 1 February 2015?,-21.7673,26.669
1449-0,Will the People's Armed Police or the People's Liberation Army respond to protests in Hong Kong **before 1 December 2014?,13.5289,13.7821
1450-0,Will OPEC agree to cut its oil output at or before its 27 November 2014 meeting?    ,8.46971,11.8466
1451-6,When will the Foreign Secretaries from India and Pakistan hold **official talks?,0.485011,17.5529
1452-6,"**As of 1 June 2015, in how many of the following countries (Sierra Leone, Guinea, and Liberia) will the Ebola outbreak be *contained?",1.37909,-16.8527
1453-0,Which country (or countries) will **officially join the Asian Infrastructure Investment Bank before or at the Asia-Pacific Economic Cooperation (APEC) meeting?,13.2332,-20.8232
